Timestamp,Open,High,Low,Close,Volume
2020-12-23 00:00:00,23810.79,24100.0,22600.0,23232.76,119047.259733
2020-12-24 00:00:00,23232.39,23794.43,22703.42,23729.2,69013.834252
2020-12-25 00:00:00,23728.99,24789.86,23433.6,24712.47,79519.943569
2020-12-26 00:00:00,24712.47,26867.03,24500.0,26493.39,97806.513386
2020-12-27 00:00:00,26493.4,28422.0,25700.0,26281.66,148455.586214
2020-12-28 00:00:00,26281.54,27500.0,26101.0,27079.41,79721.742496
2020-12-29 00:00:00,27079.42,27410.0,25880.0,27385.0,69411.592606
2020-12-30 00:00:00,27385.0,28996.0,27320.0,28875.54,95356.057826
2020-12-31 00:00:00,28875.55,29300.0,27850.0,28923.63,75508.505152
2021-01-01 00:00:00,28923.63,29600.0,28624.57,29331.69,54182.925011
2021-01-02 00:00:00,29331.7,33300.0,28946.53,32178.33,129993.873362
2021-01-03 00:00:00,32176.45,34778.11,31962.99,33000.05,120957.56675
2021-01-04 00:00:00,33000.05,33600.0,28130.0,31988.71,140899.88569
2021-01-05 00:00:00,31989.75,34360.0,29900.0,33949.53,116049.997038
2021-01-06 00:00:00,33949.53,36939.21,33288.0,36769.36,127139.20131
2021-01-07 00:00:00,36769.36,40365.0,36300.0,39432.28,132825.700437
2021-01-08 00:00:00,39432.48,41950.0,36500.0,40582.81,139789.957499
2021-01-09 00:00:00,40586.96,41380.0,38720.0,40088.22,75785.979675
2021-01-10 00:00:00,40088.22,41350.0,35111.11,38150.02,118209.544503
2021-01-11 00:00:00,38150.02,38264.74,30420.0,35404.47,251156.138287
2021-01-12 00:00:00,35410.37,36628.0,32531.0,34051.24,133948.151996
2021-01-13 00:00:00,34049.15,37850.0,32380.0,37371.38,124477.914938
2021-01-14 00:00:00,37371.38,40100.0,36701.23,39144.5,102950.389421
2021-01-15 00:00:00,39145.21,39747.76,34408.0,36742.22,118300.920916
2021-01-16 00:00:00,36737.43,37950.0,35357.8,35994.98,86348.431508
2021-01-17 00:00:00,35994.98,36852.5,33850.0,35828.61,80157.727384
2021-01-18 00:00:00,35824.99,37469.83,34800.0,36631.27,70698.11875
2021-01-19 00:00:00,36622.46,37850.0,35844.06,35891.49,79611.307769
2021-01-20 00:00:00,35901.94,36415.31,33400.0,35468.23,89368.422918
2021-01-21 00:00:00,35468.23,35600.0,30071.0,30850.13,135004.076658
2021-01-22 00:00:00,30851.99,33826.53,28850.0,32945.17,142971.684049
2021-01-23 00:00:00,32950.0,33456.0,31390.16,32078.0,64595.287675
2021-01-24 00:00:00,32078.0,33071.0,30900.0,32259.9,57978.037966
2021-01-25 00:00:00,32259.45,34875.0,31910.0,32254.2,88499.226921
2021-01-26 00:00:00,32254.19,32921.88,30837.37,32467.77,84972.20691
2021-01-27 00:00:00,32464.01,32557.29,29241.72,30366.15,95911.961711
2021-01-28 00:00:00,30362.19,33783.98,29842.1,33364.86,92621.145617
2021-01-29 00:00:00,33368.18,38531.9,31915.4,34252.2,231827.005626
2021-01-30 00:00:00,34246.28,34933.0,32825.0,34262.88,84889.68134
2021-01-31 00:00:00,34262.89,34342.69,32171.67,33092.98,68742.280384
2021-02-01 00:00:00,33092.97,34717.27,32296.16,33526.37,82718.276882
2021-02-02 00:00:00,33517.09,35984.33,33418.0,35466.24,78056.65988
2021-02-03 00:00:00,35472.71,37662.63,35362.38,37618.87,80784.333663
2021-02-04 00:00:00,37620.26,38708.27,36161.95,36936.66,92080.735898
2021-02-05 00:00:00,36936.65,38310.12,36570.0,38290.24,66681.334275
2021-02-06 00:00:00,38289.32,40955.51,38215.94,39186.94,98757.311183
2021-02-07 00:00:00,39181.01,39700.0,37351.0,38795.69,84363.679763
2021-02-08 00:00:00,38795.69,46794.45,37988.89,46374.87,138597.536914
2021-02-09 00:00:00,46374.86,48142.19,44961.09,46420.42,115499.861712
2021-02-10 00:00:00,46420.42,47310.0,43727.0,44807.58,97154.1822
2021-02-11 00:00:00,44807.58,48678.9,43994.02,47969.51,89561.081454
2021-02-12 00:00:00,47968.66,48985.8,46125.0,47287.6,85870.035697
2021-02-13 00:00:00,47298.15,48150.0,46202.53,47153.69,63768.097399
2021-02-14 00:00:00,47156.78,49707.43,47014.17,48577.79,73735.475533
2021-02-15 00:00:00,48580.47,49010.92,45570.79,47911.1,79398.156784
2021-02-16 00:00:00,47911.1,50689.18,47003.62,49133.45,88813.266298
2021-02-17 00:00:00,49133.45,52618.74,48947.0,52119.71,85743.637818
2021-02-18 00:00:00,52117.67,52530.0,50901.9,51552.6,60758.046954
2021-02-19 00:00:00,51552.61,56368.0,50710.2,55906.0,79659.77802
2021-02-20 00:00:00,55906.0,57700.46,53863.93,55841.19,80948.205314
2021-02-21 00:00:00,55841.19,58352.8,55477.59,57408.57,58166.708511
2021-02-22 00:00:00,57412.35,57508.47,47622.0,54087.67,134019.434944
2021-02-23 00:00:00,54087.67,54183.59,44892.56,48891.0,169375.025051
2021-02-24 00:00:00,48891.0,51374.99,46988.69,49676.2,91881.209252
2021-02-25 00:00:00,49676.21,52041.73,46674.34,47073.73,83310.673121
2021-02-26 00:00:00,47073.73,48424.11,44106.78,46276.87,109423.200663
2021-02-27 00:00:00,46276.88,48394.0,45000.0,46106.43,66060.834292
2021-02-28 00:00:00,46103.67,46638.46,43000.0,45135.66,83055.369042
2021-03-01 00:00:00,45134.11,49790.0,44950.53,49587.03,85086.111648
2021-03-02 00:00:00,49595.76,50200.0,47047.6,48440.65,64221.06214
2021-03-03 00:00:00,48436.61,52640.0,48100.71,50349.37,81035.913705
2021-03-04 00:00:00,50349.37,51773.88,47500.0,48374.09,82649.716829
2021-03-05 00:00:00,48374.09,49448.93,46300.0,48751.71,78192.496372
2021-03-06 00:00:00,48746.81,49200.0,47070.0,48882.2,44399.234242
2021-03-07 00:00:00,48882.2,51450.03,48882.2,50971.75,55235.028032
2021-03-08 00:00:00,50959.11,52402.78,49274.67,52375.17,66987.359664
2021-03-09 00:00:00,52375.18,54895.0,51789.41,54884.5,71656.737076
2021-03-10 00:00:00,54874.67,57387.69,53005.0,55851.59,84749.238943
2021-03-11 00:00:00,55851.59,58150.0,54272.82,57773.16,81914.812859
2021-03-12 00:00:00,57773.15,58081.51,54962.84,57221.72,73405.406047
2021-03-13 00:00:00,57221.72,61844.0,56078.23,61188.39,83245.091346
2021-03-14 00:00:00,61188.38,61724.79,58966.78,58968.31,52601.05275
2021-03-15 00:00:00,58976.08,60633.43,54600.0,55605.2,102771.427298
2021-03-16 00:00:00,55605.2,56938.29,53271.34,56900.75,77986.694355
2021-03-17 00:00:00,56900.74,58974.73,54123.69,58912.97,70421.620841
2021-03-18 00:00:00,58912.97,60129.97,57023.0,57648.16,66580.406675
2021-03-19 00:00:00,57641.0,59468.0,56270.74,58030.01,52392.652961
2021-03-20 00:00:00,58030.01,59880.0,57820.17,58102.28,44476.941776
2021-03-21 00:00:00,58100.02,58589.1,55450.11,57351.56,48564.470274
2021-03-22 00:00:00,57351.56,58430.73,53650.0,54083.25,62581.626169
2021-03-23 00:00:00,54083.25,55830.9,53000.0,54340.89,59789.365427
2021-03-24 00:00:00,54342.8,57200.0,51700.0,52303.65,83537.465021
2021-03-25 00:00:00,52303.66,53287.0,50427.56,51293.78,87400.534538
2021-03-26 00:00:00,51293.78,55073.46,51214.6,55025.59,63813.774692
2021-03-27 00:00:00,55025.59,56700.36,53950.0,55817.14,50105.475055
2021-03-28 00:00:00,55817.14,56559.75,54691.84,55777.63,39050.387511
2021-03-29 00:00:00,55777.65,58405.82,54800.01,57635.47,67857.937398
2021-03-30 00:00:00,57635.46,59368.0,57071.35,58746.57,55122.443122
2021-03-31 00:00:00,58746.57,59800.0,56769.0,58740.55,60975.542666
2021-04-01 00:00:00,58739.46,59490.0,57935.45,58720.44,47415.61722
2021-04-02 00:00:00,58720.45,60200.0,58428.57,58950.01,47382.418781
2021-04-03 00:00:00,58950.01,59791.72,56880.0,57051.94,47409.852113
2021-04-04 00:00:00,57051.95,58492.85,56388.0,58202.01,41314.081973
2021-04-05 00:00:00,58202.01,59272.0,56777.77,59129.99,54258.01579
2021-04-06 00:00:00,59129.99,59495.24,57413.02,57991.15,54201.000727
2021-04-07 00:00:00,57990.03,58655.0,55473.0,55953.45,71228.405659
2021-04-08 00:00:00,55953.44,58153.31,55700.0,58077.52,44283.147019
2021-04-09 00:00:00,58077.52,58894.9,57654.0,58142.54,40831.884911
2021-04-10 00:00:00,58142.55,61500.0,57900.01,59769.13,69906.424117
2021-04-11 00:00:00,59769.13,60699.0,59232.52,60002.43,41156.715391
2021-04-12 00:00:00,59998.8,61300.0,59350.59,59860.0,56375.037117
2021-04-13 00:00:00,59860.01,63777.77,59805.15,63575.0,82848.688746
2021-04-14 00:00:00,63575.01,64854.0,61301.0,62959.53,82616.343993
2021-04-15 00:00:00,62959.53,63800.0,62020.0,63159.98,51649.70034
2021-04-16 00:00:00,63158.74,63520.61,60000.0,61334.8,91764.139884
2021-04-17 00:00:00,61334.81,62506.05,59580.91,60006.66,58912.256128
2021-04-18 00:00:00,60006.67,60499.0,50931.3,56150.01,124882.131824
2021-04-19 00:00:00,56150.01,57526.81,54221.58,55633.14,78229.042267
2021-04-20 00:00:00,55633.14,57076.24,53329.96,56425.0,72744.482151
2021-04-21 00:00:00,56425.0,56757.91,53536.02,53787.63,66984.756909
2021-04-22 00:00:00,53787.62,55521.48,50500.0,51690.96,104656.631337
2021-04-23 00:00:00,51690.95,52131.85,47500.0,51125.14,132230.780719
2021-04-24 00:00:00,51110.56,51166.22,48657.14,50047.84,55361.512573
2021-04-25 00:00:00,50047.84,50567.91,46930.0,49066.77,58255.645004
2021-04-26 00:00:00,49066.76,54356.62,48753.44,54001.39,86310.802124
2021-04-27 00:00:00,54001.38,55460.0,53222.0,55011.97,54064.034675
2021-04-28 00:00:00,55011.97,56428.0,53813.16,54846.22,55130.459015
2021-04-29 00:00:00,54846.23,55195.84,52330.94,53555.0,52486.019455
2021-04-30 00:00:00,53555.0,57963.0,53013.01,57694.27,68578.910045
2021-05-01 00:00:00,57697.25,58458.07,56956.14,57800.37,42600.351836
2021-05-02 00:00:00,57797.35,57911.02,56035.25,56578.21,36812.878863
2021-05-03 00:00:00,56578.21,58981.44,56435.0,57169.39,57649.931286
2021-05-04 00:00:00,57169.39,57200.0,53046.69,53200.01,85324.625903
2021-05-05 00:00:00,53205.05,58069.82,52900.0,57436.11,77263.923439
2021-05-06 00:00:00,57436.11,58360.0,55200.0,56393.68,70181.671908
2021-05-07 00:00:00,56393.68,58650.0,55241.63,57314.75,74542.747829
2021-05-08 00:00:00,57315.49,59500.0,56900.0,58862.05,69709.906028
2021-05-09 00:00:00,58866.53,59300.0,56235.66,58240.84,69806.11991
2021-05-10 00:00:00,58240.83,59500.0,53400.0,55816.14,89586.34925
2021-05-11 00:00:00,55816.14,56862.43,54370.0,56670.02,64329.54055
2021-05-12 00:00:00,56670.02,58000.01,48600.0,49631.32,99842.789836
2021-05-13 00:00:00,49537.15,51367.19,46000.0,49670.97,147332.002121
2021-05-14 00:00:00,49671.92,51483.0,48799.75,49841.45,80082.204306
2021-05-15 00:00:00,49844.16,50700.0,46555.0,46762.99,89437.449359
2021-05-16 00:00:00,46762.99,49795.89,43825.39,46431.5,114269.812775
2021-05-17 00:00:00,46426.83,46686.0,42001.0,43538.04,166657.172736
2021-05-18 00:00:00,43538.02,45799.29,42250.02,42849.78,116979.860784
2021-05-19 00:00:00,42849.78,43584.9,30000.0,36690.09,354347.243161
2021-05-20 00:00:00,36671.23,42451.67,34850.0,40526.64,203017.596923
2021-05-21 00:00:00,40525.39,42200.0,33488.0,37252.01,202100.888258
2021-05-22 00:00:00,37263.35,38829.0,35200.62,37449.73,126542.243689
2021-05-23 00:00:00,37458.51,38270.64,31111.01,34655.25,217136.046593
2021-05-24 00:00:00,34681.44,39920.0,34031.0,38796.29,161630.893971
2021-05-25 00:00:00,38810.99,39791.77,36419.62,38324.72,111996.228404
2021-05-26 00:00:00,38324.72,40841.0,37800.44,39241.91,104780.773396
2021-05-27 00:00:00,39241.92,40411.14,37134.27,38529.98,86547.158794
2021-05-28 00:00:00,38529.99,38877.83,34684.0,35663.49,135377.62972
2021-05-29 00:00:00,35661.79,37338.58,33632.76,34605.15,112663.092689
2021-05-30 00:00:00,34605.15,36488.0,33379.0,35641.27,73535.386967
2021-05-31 00:00:00,35641.26,37499.0,34153.84,37253.81,94160.735289
2021-06-01 00:00:00,37253.82,37894.81,35666.0,36693.09,81234.66377
2021-06-02 00:00:00,36694.85,38225.0,35920.0,37568.68,67587.372495
2021-06-03 00:00:00,37568.68,39476.0,37170.0,39246.79,75889.106011
2021-06-04 00:00:00,39246.78,39289.07,35555.15,36829.0,91317.799245
2021-06-05 00:00:00,36829.15,37925.0,34800.0,35513.2,70459.62149
2021-06-06 00:00:00,35516.07,36480.0,35222.0,35796.31,47650.206637
2021-06-07 00:00:00,35796.31,36900.0,33300.0,33552.79,77574.952573
2021-06-08 00:00:00,33556.96,34068.01,31000.0,33380.81,123251.189037
2021-06-09 00:00:00,33380.8,37534.79,32396.82,37388.05,136607.597517
2021-06-10 00:00:00,37388.05,38491.0,35782.0,36675.72,109527.284943
2021-06-11 00:00:00,36677.83,37680.4,35936.77,37331.98,78466.0053
2021-06-12 00:00:00,37331.98,37463.63,34600.36,35546.11,87717.54999
2021-06-13 00:00:00,35546.12,39380.0,34757.0,39020.57,86921.025555
2021-06-14 00:00:00,39020.56,41064.05,38730.0,40516.29,108522.391949
2021-06-15 00:00:00,40516.28,41330.0,39506.4,40144.04,80679.622838
2021-06-16 00:00:00,40143.8,40527.14,38116.01,38349.01,87771.976937
2021-06-17 00:00:00,38349.0,39559.88,37365.0,38092.97,79541.307119
2021-06-18 00:00:00,38092.97,38202.84,35129.29,35819.84,95228.042935
2021-06-19 00:00:00,35820.48,36457.0,34803.52,35483.72,68712.449461
2021-06-20 00:00:00,35483.72,36137.72,33336.0,35600.16,89878.17085
2021-06-21 00:00:00,35600.17,35750.0,31251.23,31608.93,168778.873159
2021-06-22 00:00:00,31614.12,33298.78,28805.0,32509.56,204208.179762
2021-06-23 00:00:00,32509.56,34881.0,31683.0,33678.07,126966.100563
2021-06-24 00:00:00,33675.07,35298.0,32286.57,34663.09,86625.80426
2021-06-25 00:00:00,34663.08,35500.0,31275.0,31584.45,116061.130356
2021-06-26 00:00:00,31576.09,32730.0,30151.0,32283.65,107820.375287
2021-06-27 00:00:00,32283.65,34749.0,31973.45,34700.34,96613.244211
2021-06-28 00:00:00,34702.49,35297.71,33862.72,34494.89,82222.267819
2021-06-29 00:00:00,34494.89,36600.0,34225.43,35911.73,90788.79622
2021-06-30 00:00:00,35911.72,36100.0,34017.55,35045.0,77152.197634
2021-07-01 00:00:00,35045.0,35057.57,32711.0,33504.69,71708.266112
2021-07-02 00:00:00,33502.33,33977.04,32699.0,33786.55,56172.181378
2021-07-03 00:00:00,33786.54,34945.61,33316.73,34669.13,43044.578641
2021-07-04 00:00:00,34669.12,35967.85,34357.15,35286.51,43703.475789
2021-07-05 00:00:00,35288.13,35293.78,33125.55,33690.14,64123.874245
2021-07-06 00:00:00,33690.15,35118.88,33532.0,34220.01,58210.596349
2021-07-07 00:00:00,34220.02,35059.09,33777.77,33862.12,53807.521675
2021-07-08 00:00:00,33862.11,33929.64,32077.0,32875.71,70136.48032
2021-07-09 00:00:00,32875.71,34100.0,32261.07,33815.81,47153.939899
2021-07-10 00:00:00,33815.81,34262.0,33004.78,33502.87,34761.175468
2021-07-11 00:00:00,33502.87,34666.0,33306.47,34258.99,31572.647448
2021-07-12 00:00:00,34259.0,34678.43,32658.34,33086.63,48181.403762
2021-07-13 00:00:00,33086.94,33340.0,32202.25,32729.77,41126.361008
2021-07-14 00:00:00,32729.12,33114.03,31550.0,32820.02,46777.823484
2021-07-15 00:00:00,32820.03,33185.25,31133.0,31880.0,51639.576353
2021-07-16 00:00:00,31874.49,32249.18,31020.0,31383.87,48499.864154
2021-07-17 00:00:00,31383.86,31955.92,31164.31,31520.07,34012.242132
2021-07-18 00:00:00,31520.07,32435.0,31108.97,31778.56,35923.716186
2021-07-19 00:00:00,31778.57,31899.0,30407.44,30839.65,47340.468499
2021-07-20 00:00:00,30839.65,31063.07,29278.0,29790.35,61034.049017
2021-07-21 00:00:00,29790.34,32858.0,29482.61,32144.51,82796.265128
2021-07-22 00:00:00,32144.51,32591.35,31708.0,32287.83,46148.092433
2021-07-23 00:00:00,32287.58,33650.0,31924.32,33634.09,50112.863626
2021-07-24 00:00:00,33634.1,34500.0,33401.14,34258.14,47977.550138
2021-07-25 00:00:00,34261.51,35398.0,33851.12,35381.02,47852.928313
2021-07-26 00:00:00,35381.02,40550.0,35205.78,37237.6,152452.512724
2021-07-27 00:00:00,37241.33,39542.61,36383.0,39457.87,88397.267015
2021-07-28 00:00:00,39456.61,40900.0,38772.0,40019.56,101344.528441
2021-07-29 00:00:00,40019.57,40640.0,39200.0,40016.48,53998.439283
2021-07-30 00:00:00,40018.49,42316.71,38313.23,42206.37,73602.784805
2021-07-31 00:00:00,42206.36,42448.0,41000.15,41461.83,44849.791012
2021-08-01 00:00:00,41461.84,42599.0,39422.01,39845.44,53953.186326
2021-08-02 00:00:00,39850.27,40480.01,38690.0,39147.82,50837.351954
2021-08-03 00:00:00,39146.86,39780.0,37642.03,38207.05,57117.435853
2021-08-04 00:00:00,38207.04,39969.66,37508.56,39723.18,52329.35243
2021-08-05 00:00:00,39723.17,41350.0,37332.7,40862.46,84343.755621
2021-08-06 00:00:00,40862.46,43392.43,39853.86,42836.87,75753.941347
2021-08-07 00:00:00,42836.87,44700.0,42446.41,44572.54,73396.740808
2021-08-08 00:00:00,44572.54,45310.0,43261.0,43794.37,69329.092698
2021-08-09 00:00:00,43794.36,46454.15,42779.0,46253.4,74587.884845
2021-08-10 00:00:00,46248.87,46700.0,44589.46,45584.99,53814.643421
2021-08-11 00:00:00,45585.0,46743.47,45341.14,45511.0,52734.901977
2021-08-12 00:00:00,45510.67,46218.12,43770.0,44399.0,55266.108781
2021-08-13 00:00:00,44400.06,47886.0,44217.39,47800.0,48239.370431
2021-08-14 00:00:00,47799.99,48144.0,45971.03,47068.51,46114.359022
2021-08-15 00:00:00,47068.5,47372.27,45500.0,46973.82,42110.711334
2021-08-16 00:00:00,46973.82,48053.83,45660.0,45901.29,52480.574014
2021-08-17 00:00:00,45901.3,47160.0,44376.0,44695.95,57039.341629
2021-08-18 00:00:00,44695.95,46000.0,44203.28,44705.29,54099.415985
2021-08-19 00:00:00,44699.37,47033.0,43927.7,46760.62,53411.75392
2021-08-20 00:00:00,46760.62,49382.99,46622.99,49322.47,56850.352228
2021-08-21 00:00:00,49322.47,49757.04,48222.0,48821.87,46745.136584
2021-08-22 00:00:00,48821.88,49500.0,48050.0,49239.22,37007.887795
2021-08-23 00:00:00,49239.22,50500.0,49029.0,49488.85,52462.541954
2021-08-24 00:00:00,49488.85,49860.0,47600.0,47674.01,51014.594748
2021-08-25 00:00:00,47674.01,49264.3,47126.28,48973.32,44655.830342
2021-08-26 00:00:00,48973.32,49352.84,46250.0,46843.87,49371.277774
2021-08-27 00:00:00,46843.86,49149.93,46348.0,49069.9,42068.104965
2021-08-28 00:00:00,49069.9,49299.0,48346.88,48895.35,26681.063786
2021-08-29 00:00:00,48895.35,49632.27,47762.54,48767.83,32652.283473
2021-08-30 00:00:00,48767.84,48888.61,46853.0,46982.91,40288.35083
2021-08-31 00:00:00,46982.91,48246.11,46700.0,47100.89,48645.52737
2021-09-01 00:00:00,47100.89,49156.0,46512.0,48810.52,49904.65528
2021-09-02 00:00:00,48810.51,50450.13,48584.06,49246.64,54410.770538
2021-09-03 00:00:00,49246.63,51000.0,48316.84,49999.14,59025.644157
2021-09-04 00:00:00,49998.0,50535.69,49370.0,49915.64,34664.65959
2021-09-05 00:00:00,49917.54,51900.0,49450.0,51756.88,40544.835873
2021-09-06 00:00:00,51756.88,52780.0,50969.33,52663.9,49249.667081
2021-09-07 00:00:00,52666.2,52920.0,42843.05,46863.73,123048.802719
2021-09-08 00:00:00,46868.57,47340.99,44412.02,46048.31,65069.3152
2021-09-09 00:00:00,46048.31,47399.97,45513.08,46395.14,50651.66002
2021-09-10 00:00:00,46395.14,47033.0,44132.29,44850.91,49048.26618
2021-09-11 00:00:00,44842.2,45987.93,44722.22,45173.69,30440.4081
2021-09-12 00:00:00,45173.68,46460.0,44742.06,46025.24,32094.28052
2021-09-13 00:00:00,46025.23,46880.0,43370.0,44940.73,65429.15056
2021-09-14 00:00:00,44940.72,47250.0,44594.44,47111.52,44855.85099
2021-09-15 00:00:00,47103.28,48500.0,46682.32,48121.41,43204.71174
2021-09-16 00:00:00,48121.4,48557.0,47021.1,47737.82,40725.08895
2021-09-17 00:00:00,47737.81,48150.0,46699.56,47299.98,34461.92776
2021-09-18 00:00:00,47299.98,48843.2,47035.56,48292.74,30906.47038
2021-09-19 00:00:00,48292.75,48372.83,46829.18,47241.75,29847.24349
2021-09-20 00:00:00,47241.75,47347.25,42500.0,43015.62,78003.524443
2021-09-21 00:00:00,43016.64,43639.0,39600.0,40734.38,84534.080485
2021-09-22 00:00:00,40734.09,44000.55,40565.39,43543.61,58349.05542
2021-09-23 00:00:00,43546.37,44978.0,43069.09,44865.26,48699.57655
2021-09-24 00:00:00,44865.26,45200.0,40675.0,42810.57,84113.426292
2021-09-25 00:00:00,42810.58,42966.84,41646.28,42670.64,33594.57189
2021-09-26 00:00:00,42670.63,43950.0,40750.0,43160.9,49879.99765
2021-09-27 00:00:00,43160.9,44350.0,42098.0,42147.35,39776.84383
2021-09-28 00:00:00,42147.35,42787.38,40888.0,41026.54,43372.2624
2021-09-29 00:00:00,41025.01,42590.0,40753.88,41524.28,33511.53487
2021-09-30 00:00:00,41524.29,44141.37,41410.17,43824.1,46381.22781
2021-10-01 00:00:00,43820.01,48495.0,43283.03,48141.61,66244.87492
2021-10-02 00:00:00,48141.6,48336.59,47430.18,47634.9,30508.98131
2021-10-03 00:00:00,47634.89,49228.08,47088.0,48200.01,30825.05601
2021-10-04 00:00:00,48200.01,49536.12,46891.0,49224.94,46796.49372
2021-10-05 00:00:00,49224.93,51886.3,49022.4,51471.99,52125.66793
2021-10-06 00:00:00,51471.99,55750.0,50382.41,55315.0,79877.545181
2021-10-07 00:00:00,55315.0,55332.31,53357.0,53785.22,54917.37766
2021-10-08 00:00:00,53785.22,56100.0,53617.61,53951.43,46160.25785
2021-10-09 00:00:00,53955.67,55489.0,53661.67,54949.72,55177.08013
2021-10-10 00:00:00,54949.72,56561.31,54080.0,54659.0,89237.836128
2021-10-11 00:00:00,54659.01,57839.04,54415.06,57471.35,52933.165751
2021-10-12 00:00:00,57471.35,57680.0,53879.0,55996.93,53471.2855
2021-10-13 00:00:00,55996.91,57777.0,54167.19,57367.0,55808.44492
2021-10-14 00:00:00,57370.83,58532.54,56818.05,57347.94,43053.336781
2021-10-15 00:00:00,57347.94,62933.0,56850.0,61672.42,82512.908022
2021-10-16 00:00:00,61672.42,62378.42,60150.0,60875.57,35467.88096
2021-10-17 00:00:00,60875.57,61718.39,58963.0,61528.33,39099.24124
2021-10-18 00:00:00,61528.32,62695.78,59844.45,62009.84,51798.44844
2021-10-19 00:00:00,62005.6,64486.0,61322.22,64280.59,53628.107744
2021-10-20 00:00:00,64280.59,67000.0,63481.4,66001.41,51428.934856
2021-10-21 00:00:00,66001.4,66639.74,62000.0,62193.15,68538.64537
2021-10-22 00:00:00,62193.15,63732.39,60000.0,60688.22,52119.35886
2021-10-23 00:00:00,60688.23,61747.64,59562.15,61286.75,27626.93678
2021-10-24 00:00:00,61286.75,61500.0,59510.63,60852.22,31226.57676
2021-10-25 00:00:00,60852.22,63710.63,60650.0,63078.78,36853.83806
2021-10-26 00:00:00,63078.78,63293.48,59817.55,60328.81,40217.50083
2021-10-27 00:00:00,60328.81,61496.0,58000.0,58413.44,62124.49016
2021-10-28 00:00:00,58413.44,62499.0,57820.0,60575.89,61056.35301
2021-10-29 00:00:00,60575.9,62980.0,60174.81,62253.71,43973.90414
2021-10-30 00:00:00,62253.7,62359.25,60673.0,61859.19,31478.12566
2021-10-31 00:00:00,61859.19,62405.3,59945.36,61299.8,39267.63794
2021-11-01 00:00:00,61299.81,62437.74,59405.0,60911.11,44687.66672
2021-11-02 00:00:00,60911.12,64270.0,60624.68,63219.99,46368.2841
2021-11-03 00:00:00,63220.57,63500.0,60382.76,62896.48,43336.09049
2021-11-04 00:00:00,62896.49,63086.31,60677.01,61395.01,35930.93314
2021-11-05 00:00:00,61395.01,62595.72,60721.0,60937.12,31604.48749
2021-11-06 00:00:00,60940.18,61560.49,60050.0,61470.61,25590.57408
2021-11-07 00:00:00,61470.62,63286.35,61322.78,63273.59,25515.6883
2021-11-08 00:00:00,63273.58,67789.0,63273.58,67525.83,54442.094554
2021-11-09 00:00:00,67525.82,68524.25,66222.4,66947.66,44661.378068
2021-11-10 00:00:00,66947.67,69000.0,62822.9,64882.43,65171.504046
2021-11-11 00:00:00,64882.42,65600.07,64100.0,64774.26,37237.98058
2021-11-12 00:00:00,64774.25,65450.7,62278.0,64122.23,44490.10816
2021-11-13 00:00:00,64122.22,65000.0,63360.22,64380.0,22504.97383
2021-11-14 00:00:00,64380.01,65550.51,63576.27,65519.1,25705.07347
2021-11-15 00:00:00,65519.11,66401.82,63400.0,63606.74,37829.37124
2021-11-16 00:00:00,63606.73,63617.31,58574.07,60058.87,77455.15609
2021-11-17 00:00:00,60058.87,60840.23,58373.0,60344.87,46289.38491
2021-11-18 00:00:00,60344.86,60976.0,56474.26,56891.62,62146.99931
2021-11-19 00:00:00,56891.62,58320.0,55600.0,58052.24,50715.88726
2021-11-20 00:00:00,58057.1,59845.0,57353.0,59707.51,33811.5901
2021-11-21 00:00:00,59707.52,60029.76,58486.65,58622.02,31902.22785
2021-11-22 00:00:00,58617.7,59444.0,55610.0,56247.18,51724.32047
2021-11-23 00:00:00,56243.83,58009.99,55317.0,57541.27,49917.85017
2021-11-24 00:00:00,57541.26,57735.0,55837.0,57138.29,39612.04964
2021-11-25 00:00:00,57138.29,59398.9,57000.0,58960.36,42153.51522
2021-11-26 00:00:00,58960.37,59150.0,53500.0,53726.53,65927.87066
2021-11-27 00:00:00,53723.72,55280.0,53610.0,54721.03,29716.99957
2021-11-28 00:00:00,54716.47,57445.05,53256.64,57274.88,36163.7137
2021-11-29 00:00:00,57274.89,58865.97,56666.67,57776.25,40125.28009
2021-11-30 00:00:00,57776.25,59176.99,55875.55,56950.56,49161.05194
2021-12-01 00:00:00,56950.56,59053.55,56458.01,57184.07,44956.63656
2021-12-02 00:00:00,57184.07,57375.47,55777.77,56480.34,37574.05976
2021-12-03 00:00:00,56484.26,57600.0,51680.0,53601.05,58927.69027
2021-12-04 00:00:00,53601.05,53859.1,42000.3,49152.47,114203.373748
2021-12-05 00:00:00,49152.46,49699.05,47727.21,49396.33,45580.82012
2021-12-06 00:00:00,49396.32,50891.11,47100.0,50441.92,58571.21575
2021-12-07 00:00:00,50441.91,51936.33,50039.74,50588.95,38253.46877
2021-12-08 00:00:00,50588.95,51200.0,48600.0,50471.19,38425.92466
2021-12-09 00:00:00,50471.19,50797.76,47320.0,47545.59,37692.68665
2021-12-10 00:00:00,47535.9,50125.0,46852.0,47140.54,44233.57391
2021-12-11 00:00:00,47140.54,49485.71,46751.0,49389.99,28889.19358
2021-12-12 00:00:00,49389.99,50777.0,48638.0,50053.9,26017.93421
2021-12-13 00:00:00,50053.9,50189.97,45672.75,46702.75,50869.52093
2021-12-14 00:00:00,46702.76,48700.41,46290.0,48343.28,39955.98445
2021-12-15 00:00:00,48336.95,49500.0,46547.0,48864.98,51629.181
